 0.00000000000000E+0000  4.08396835937500E+0004
 5.30025130137801E-0003  2.84114082031250E+0004
 1.06005026027560E-0002  1.59831318359375E+0004
 1.59007534384727E-0002  8.97570312500000E+0003
 2.12010052055120E-0002  5.07655908203125E+0003
 2.65012569725513E-0002  2.85246655273438E+0003
 3.18015068769455E-0002  1.60570874023438E+0003
 3.71017605066299E-0002  9.16368164062500E+0002
 4.24020104110241E-0002  5.16555053710938E+0002
 4.77022640407085E-0002  2.96017944335938E+0002
 5.30025139451027E-0002  1.66221008300781E+0002
 5.83027638494968E-0002  9.62041625976563E+0001
 6.36030137538910E-0002  5.51069107055664E+0001
 6.89032673835754E-0002  3.13117141723633E+0001
 7.42035210132599E-0002  1.74607372283936E+0001
 7.95037746429443E-0002  1.03475732803344E+0001
 8.48040208220482E-0002  5.79109477996826E+0000
 9.01042744517326E-0002  3.39948177337646E+0000
 9.54045280814171E-0002  1.89591240882874E+0000
 1.00704774260520E-0001  1.09882402420044E+0000
 1.06005027890205E-0001  6.40756309032440E-0001
 1.11305281519889E-0001  3.68510454893112E-0001
 1.16605527698993E-0001  2.11431965231895E-0001
 1.21905781328678E-0001  1.21455609798431E-0001
 1.27206027507782E-0001  6.99639096856117E-0002
 1.32506281137466E-0001  4.04092334210873E-0002
 1.37806534767151E-0001  2.33589727431536E-0002
 1.43106788396835E-0001  1.34968478232622E-0002
 1.48407042026520E-0001  7.73533061146736E-0003
 1.53707295656204E-0001  4.40456811338663E-0003
 1.59007549285889E-0001  2.54669343121350E-0003
 1.64307788014412E-0001  1.49832246825099E-0003
 1.69608041644096E-0001  8.68561386596411E-0004
 1.74908295273781E-0001  4.97761124279350E-0004
 1.80208548903465E-0001  2.89099232759327E-0004
 1.85508802533150E-0001  1.68217797181569E-0004
 1.90809056162834E-0001  9.78426760411821E-0005
 1.96109294891357E-0001  5.67981187487021E-0005
 2.01409548521042E-0001  3.25829605571926E-0005
 2.06709802150726E-0001  1.87882051250199E-0005
 2.12010055780411E-0001  1.10775963548803E-0005
 2.17310309410095E-0001  6.51768914394779E-0006
 2.22610563039780E-0001  3.78085496777203E-0006
 2.27910816669464E-0001  2.18650779970631E-0006
 2.33211055397987E-0001  1.26647216802666E-0006
 2.38511309027672E-0001  7.34342393116094E-0007
 2.43811562657356E-0001  4.26462804625771E-0007
 2.49111816287041E-0001  2.48260562329961E-0007
 2.54412055015564E-0001  1.44874675811479E-0007
 2.59712308645248E-0001  8.47244123747259E-0008
 2.65012562274933E-0001  4.96261414184573E-0008
 2.70312815904617E-0001  2.90944655034764E-0008
 2.75613069534302E-0001  1.70565392920707E-0008
 2.80913323163986E-0001  9.98784877026537E-0009
 2.86213576793671E-0001  5.82963544104587E-0009
 2.91513830423355E-0001  3.38222028162249E-0009
 2.96814084053040E-0001  1.95465266195072E-0009
 3.02114337682724E-0001  1.13657006028944E-0009
 3.07414591312408E-0001  6.69665822794485E-0010
 3.12714844942093E-0001  3.96478128106281E-0010
 3.18015098571777E-0001  2.33003505378804E-0010
 3.23315322399139E-0001  1.35529573674908E-0010
 3.28615576028824E-0001  7.86109163875004E-0011
 3.33915829658508E-0001  4.57738014159048E-0011
 3.39216083288193E-0001  2.67879850246455E-0011
 3.44516336917877E-0001  1.57405234679775E-0011
 3.49816590547562E-0001  9.27458110311363E-0012
 3.55116844177246E-0001  5.46770181214518E-0012
 3.60417097806931E-0001  3.21812303367974E-0012
 3.65717351436615E-0001  1.88952933161124E-0012
 3.71017605066299E-0001  1.10829748156682E-0012
 3.76317858695984E-0001  6.50337314382632E-0013
 3.81618112325668E-0001  3.81784962802043E-0013
 3.86918365955353E-0001  2.23817560080115E-0013
 3.92218589782715E-0001  1.30788676872169E-0013
 3.97518843412399E-0001  7.61979048651343E-0014
 4.02819097042084E-0001  4.44202915552902E-0014
 4.08119350671768E-0001  2.60068354384409E-0014
 4.13419604301453E-0001  1.53222110699106E-0014
 4.18719857931137E-0001  9.05899026583043E-0015
 4.24020111560822E-0001  5.35605698790027E-0015
 4.29320365190506E-0001  3.15754337451145E-0015
 4.34620618820190E-0001  1.85661109357023E-0015
 4.39920872449875E-0001  1.09093322567997E-0015
 4.45221126079559E-0001  6.41749906745570E-0016
 4.50521379709244E-0001  3.78220592679338E-0016
 4.55821633338928E-0001  2.23051171233945E-0016
 4.61121857166290E-0001  1.31445974121601E-0016
 4.66422110795975E-0001  7.73128528512975E-0017
 4.71722364425659E-0001  4.53902424033694E-0017
 4.77022618055344E-0001  2.66282310111151E-0017
 4.82322871685028E-0001  1.56255675025798E-0017
 4.87623125314713E-0001  9.17960624212456E-0018
 4.92923378944397E-0001  5.39996904200540E-0018
 4.98223632574081E-0001  3.18045610211688E-0018
 5.03523886203766E-0001  1.87530799095902E-0018
 5.08824110031128E-0001  1.10685678830695E-0018
 5.14124393463135E-0001  6.53815498582007E-0019
 5.19424617290497E-0001  3.86420395834473E-0019
 5.24724900722504E-0001  2.28458987531627E-0019
 5.30025124549866E-0001  1.35083078899793E-0019
 5.35325407981873E-0001  7.98481516577015E-0020
 5.40625631809235E-0001  4.71614247437238E-0020
 5.45925915241241E-0001  2.78205720043445E-0020
 5.51226139068604E-0001  1.63839066161139E-0020
 5.56526422500610E-0001  9.63367257018717E-0021
 5.61826646327972E-0001  5.66061261258274E-0021
 5.67126870155334E-0001  3.32668596160547E-0021
 5.72427153587341E-0001  1.95702249149202E-0021
 5.77727377414703E-0001  1.15320831760487E-0021
 5.83027660846710E-0001  6.80655038418831E-0022
 5.88327884674072E-0001  4.02270114421269E-0022
 5.93628168106079E-0001  2.37985678345188E-0022
 5.98928391933441E-0001  1.40897663731507E-0022
 6.04228675365448E-0001  8.34520553068438E-0023
 6.09528899192810E-0001  4.94260989492842E-0023
 6.14829182624817E-0001  2.92595451722439E-0023
 6.20129406452179E-0001  1.73056013984061E-0023
 6.25429689884186E-0001  1.02221085192299E-0023
 6.30729913711548E-0001  6.02990287593742E-0024
 6.36030197143555E-0001  3.55446366624113E-0024
 6.41330420970917E-0001  2.09523113034602E-0024
 6.46630644798279E-0001  1.23586114716305E-0024
 6.51930928230286E-0001  7.29892862302449E-0025
 6.57231152057648E-0001  4.31765119190934E-0025
 6.62531435489655E-0001  2.55714883061341E-0025
 6.67831659317017E-0001  1.51550188565691E-0025
 6.73131942749023E-0001  8.98321703685524E-0026
 6.78432166576385E-0001  5.32322969064589E-0026
 6.83732450008392E-0001  3.15220220375045E-0026
 6.89032673835754E-0001  1.86547330861457E-0026
 6.94332957267761E-0001  1.10367195022379E-0026
 6.99633181095123E-0001  6.52982464673010E-0027
 7.04933464527130E-0001  3.86457873012721E-0027
 7.10233688354492E-0001  2.28857196030066E-0027
 7.15533912181854E-0001  1.35628743730711E-0027
 7.20834195613861E-0001  8.04263096617011E-0028
 7.26134419441223E-0001  4.77115728837403E-0028
 7.31434702873230E-0001  2.83107729594413E-0028
 7.36734926700592E-0001  1.67999783865622E-0028
 7.42035210132599E-0001  9.96837204905218E-0029
 7.47335433959961E-0001  5.91308099507694E-0029
 7.52635717391968E-0001  3.50568541647991E-0029
 7.57935941219330E-0001  2.07682324533788E-0029
 7.63236224651337E-0001  1.22912510508420E-0029
 7.68536448478699E-0001  7.26556319203700E-0030
 7.73836731910706E-0001  4.28875972976606E-0030
 7.79136955738068E-0001  2.52844941624584E-0030
 7.84437179565430E-0001  1.48995075057121E-0030
 7.89737462997437E-0001  8.78279726053034E-0031
 7.95037686824799E-0001  5.18288530774728E-0031
 8.00337970256805E-0001  3.06414372697206E-0031
 8.05638194084167E-0001  1.81615910807270E-0031
 8.10938477516174E-0001  1.07966370201415E-0031
 8.16238701343536E-0001  6.43233094857528E-0032
 8.21538984775543E-0001  3.83630457203004E-0032
 8.26839208602905E-0001  2.28802422836354E-0032
 8.32139492034912E-0001  1.36322138639578E-0032
 8.37439715862274E-0001  8.10593280209805E-0033
 8.42739999294281E-0001  4.80581175803316E-0033
 8.48040223121643E-0001  2.84124753876722E-0033
 8.53340446949005E-0001  1.67782441290192E-0033
 8.58640730381012E-0001  9.91346181268268E-0034
 8.63940954208374E-0001  5.87035817657904E-0034
 8.69241237640381E-0001  3.48944947028619E-0034
 8.74541461467743E-0001  2.08530447866218E-0034
 8.79841744899750E-0001  1.25459915132537E-0034
 8.85141968727112E-0001  7.58732127082231E-0035
 8.90442252159119E-0001  4.58985716794541E-0035
 8.95742475986481E-0001  2.76380561507250E-0035
 9.01042759418488E-0001  1.64876628438509E-0035
 9.06342983245850E-0001  9.70001020478244E-0036
