 0.00000000000000E+0000  1.59076519012451E+0001
 5.30025130137801E-0003  1.16407728195190E+0001
 1.06005026027560E-0002  7.37389373779297E+0000
 1.59007534384727E-0002  4.50753402709961E+0000
 2.12010052055120E-0002  2.64393186569214E+0000
 2.65012569725513E-0002  1.44666588306427E+0000
 3.18015068769455E-0002  7.19029664993286E-0001
 3.71017605066299E-0002  3.11329334974289E-0001
 4.24020104110241E-0002  9.66755077242851E-0002
 4.77022640407085E-0002  1.43325822427868E-0002
 5.30025139451027E-0002  4.08279988914728E-0003
 5.83027638494968E-0002  3.76278460025787E-0002
 6.36030137538910E-0002  8.99816527962685E-0002
 6.89032673835754E-0002  1.46258041262627E-0001
 7.42035210132599E-0002  1.99029445648193E-0001
 7.95037746429443E-0002  2.41448327898979E-0001
 8.48040208220482E-0002  2.75211095809937E-0001
 9.01042744517326E-0002  2.95895427465439E-0001
 9.54045280814171E-0002  3.07881146669388E-0001
 1.00704774260520E-0001  3.09381365776062E-0001
 1.06005027890205E-0001  3.02828967571259E-0001
 1.11305281519889E-0001  2.90320992469788E-0001
 1.16605527698993E-0001  2.73027956485748E-0001
 1.21905781328678E-0001  2.52271950244904E-0001
 1.27206027507782E-0001  2.29284644126892E-0001
 1.32506281137466E-0001  2.05149009823799E-0001
 1.37806534767151E-0001  1.80753856897354E-0001
 1.43106788396835E-0001  1.56815692782402E-0001
 1.48407042026520E-0001  1.33834093809128E-0001
 1.53707295656204E-0001  1.12247735261917E-0001
 1.59007549285889E-0001  9.24854502081871E-0002
 1.64307788014412E-0001  7.47355595231056E-0002
 1.69608041644096E-0001  5.89160323143005E-0002
 1.74908295273781E-0001  4.50297743082047E-0002
 1.80208548903465E-0001  3.33157777786255E-0002
 1.85508802533150E-0001  2.38778218626976E-0002
 1.90809056162834E-0001  1.56248202547431E-0002
 1.96109294891357E-0001  9.44725424051285E-0003
 2.01409548521042E-0001  5.90786570683122E-0003
 2.06709802150726E-0001  2.09708977490664E-0003
